,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
639,David Møller Wolfe,DF,no Norway,24-068,1.eng Wolves,2002,2,2,162,1.8,0,1,1,0,0,0,0,0,0,0.56,0.56,0,0.56,Matches
640,Y?to Nagatomo,"DF,MF",jp Japan,39-291,1.jp FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Keito Nakamura,MF,jp Japan,25-337,2.fr Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches
642,Abdallah Nasib,DF,jo Jordan,32-125,1.iq Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
643,Sherzod Nasrullaev,"DF,MF",uz Uzbekistan,27-342,1.uz FC Nasaf,1998,3,3,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
644,Duckens Nazon,"FW,MF",ht Haiti,32-084,1.ir Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
645,Iliman Ndiaye,"FW,MF",sn Senegal,26-116,1.eng Everton,2000,2,0,42,0.5,1,2,3,1,0,0,0,0,2.14,4.29,6.43,2.14,6.43,Matches
646,Dan Ndoye,"MF,FW",ch Switzerland,25-248,1.eng Nottingham,2000,3,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
647,Ali Nemati,DF,ir IR Iran,30-142,1.ir Foolad,1996,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
648,Abduvohid Nematov,GK,uz Uzbekistan,25-102,1.uz FC Nasaf,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
649,Pedro Neto,MF,pt Portugal,26-113,1.eng Chelsea,2000,3,3,206,2.3,0,1,1,0,0,0,0,0,0,0.44,0.44,0,0.44,Matches
650,Manuel Neuer,GK,de Germany,40-095,1.de Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,João Neves,MF,pt Portugal,21-276,1.fr PSG,2004,3,2,210,2.3,1,0,1,1,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
652,Rúben Neves,MF,pt Portugal,29-109,1.sa Al-Hilal,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Neymar,"FW,MF",br Brazil,34-145,1.br Santos,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
654,Nathan Ngoy,DF,be Belgium,23-020,1.fr Lille,2003,2,2,155,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
655,Moussa Niakhaté,DF,sn Senegal,30-114,1.fr Lyon,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
656,Felix Nmecha,MF,de Germany,25-263,1.de Dortmund,2000,4,4,270,3,1,1,2,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,Matches
657,Kristoffer Nordfeldt,GK,se Sweden,37-007,1.se AIK Stockholm,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
658,Tyrese Noslin,MF,cw Curaçao,23-292,1.nl Telstar,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
659,Ernest Nuamah,MF,gh Ghana,22-241,1.fr Lyon,2003,2,1,77,0.9,0,1,1,0,0,0,0,0,0,1.17,1.17,0,1.17,Matches
660,Matheus Nunes,"DF,MF",pt Portugal,27-307,1.eng Manchester City,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
661,Darwin Núñez,FW,uy Uruguay,27-006,1.sa Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
662,Antonio Nusa,FW,no Norway,21-074,1.de RB Leipzig,2005,3,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
663,Benjamin Nygren,MF,se Sweden,24-357,1.sct Celtic,2001,3,2,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
664,Ørjan Nyland,GK,no Norway,35-293,1.es Sevilla,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
665,Aiden O'Neill,MF,au Australia,27-361,1.us NYCFC,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
666,Nico O'Reilly,DF,eng England,21-101,1.eng Manchester City,2005,3,2,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
667,Salim Obaid,DF,jo Jordan,34-164,1.jo Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
668,Armando Obispo,DF,cw Curaçao,27-117,1.nl PSV,1999,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
669,Guillermo Ochoa,GK,mx Mexico,40-352,1.cy AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
670,K?ki Ogawa,FW,jp Japan,28-326,1.nl NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0,2.14,2.14,0,2.14,Matches
671,Braian Ojeda,MF,py Paraguay,26-003,1.us Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
672,Ime Okon,DF,za South Africa,22-130,2.de Hannover 96,2004,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
673,Paul Okon-Engstler,MF,au Australia,21-157,1.au Sydney FC,2005,3,2,167,1.9,0,1,1,0,0,0,0,0,0,0.54,0.54,0,0.54,Matches
674,Ben Old,MF,nz New Zealand,23-321,2.fr Saint-Étienne,2002,3,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
675,Michael Olise,MF,fr France,24-200,1.de Bayern Munich,2001,3,3,221,2.5,0,3,3,0,0,0,0,0,0,1.22,1.22,0,1.22,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Mathías Olivera,DF,uy Uruguay,28-242,1.it Napoli,1997,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
677,Dani Olmo,MF,es Spain,28-054,1.es Barcelona,1998,3,1,101,1.1,0,1,1,0,0,0,0,0,0,0.89,0.89,0,0.89,Matches
678,Tani Oluwaseyi,FW,ca Canada,26-046,1.es Villarreal,2000,4,2,197,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
679,Ali Olwan,MF,jo Jordan,26-096,1.qa Al-Sailiya SC,2000,3,3,268,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
680,Amadou Onana,MF,be Belgium,24-318,1.eng Aston Villa,2001,2,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
681,Christopher Opéri,DF,ci Côte d'Ivoire,29-062,1.tr Ba?ak?ehir,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
682,Jerome Opoku,DF,gh Ghana,27-259,1.tr Ba?ak?ehir,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
683,Joel Ordóñez,DF,ec Ecuador,22-070,1.be Club Brugge,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Jonathan Osorio,MF,ca Canada,34-018,1.us Toronto FC,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
685,Nicolás Otamendi,DF,ar Argentina,38-138,1.pt Benfica,1988,3,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
686,Ayoub Al-Oui,DF,qa Qatar,21-111,1.qa Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
687,Azzedine Ounahi,MF,ma Morocco,26-072,1.es Girona,2000,4,3,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
688,Mohammed Al-Owais,GK,sa Saudi Arabia,34-263,1.sa Al-Ula,1991,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
689,Elisha Owusu,MF,gh Ghana,28-235,1.fr Auxerre,1997,2,2,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
690,Mikel Oyarzabal,FW,es Spain,29-070,1.es Real Sociedad,1997,3,3,210,2.3,2,1,3,2,0,0,0,0,0.86,0.43,1.29,0.86,1.29,Matches
691,Salih Özcan,MF,tr Türkiye,28-170,1.de Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
692,Willian Pacho,DF,ec Ecuador,24-257,1.fr PSG,2001,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
693,Exequiel Palacios,DF,ar Argentina,27-268,1.de Leverkusen,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
694,Lucas Paquetá,MF,br Brazil,28-307,1.br Flamengo,1997,4,4,233,2.6,0,1,1,0,0,0,0,0,0,0.39,0.39,0,0.39,Matches
695,Leandro Paredes,MF,ar Argentina,32-001,1.ar Boca Juniors,1994,2,1,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
696,Thomas Partey,MF,gh Ghana,33-017,1.es Villarreal,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
697,Marco Pašali?,MF,hr Croatia,25-289,1.us Orlando City,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
698,Mario Pašali?,MF,hr Croatia,31-141,1.it Atalanta,1995,3,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
699,Nathan Patterson,DF,sct Scotland,24-257,1.eng Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
700,João Paulo Fernandes,DF,cv Cabo Verde,28-035,1.ro FCSB,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Aleksandar Pavlovic,MF,de Germany,22-058,1.de Bayern Munich,2004,4,4,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
702,Tim Payne,DF,nz New Zealand,32-171,1.au Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
703,Nicolás Paz,MF,ar Argentina,21-295,1.it Como,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
704,Marcus Pedersen,"DF,MF",no Norway,25-349,1.it Torino,2000,2,0,123,1.4,1,0,1,1,0,0,0,0,0.73,0,0.73,0.73,0.73,Matches
705,Pedri,MF,es Spain,23-217,1.es Barcelona,2002,3,3,218,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
706,Nicolas Pépé,FW,ci Côte d'Ivoire,31-032,1.es Villarreal,1995,3,2,148,1.6,2,0,2,2,0,0,1,0,1.22,0,1.22,1.22,1.22,Matches
707,Ricardo Pepi,FW,us United States,23-172,1.nl PSV,2003,3,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
708,Kojo Peprah Oppong,DF,gh Ghana,22-026,1.fr Nice,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
709,Ivan Periši?,"MF,DF",hr Croatia,37-148,1.nl PSV,1989,3,3,270,3,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
710,Jens Petter Hauge,"DF,FW",no Norway,26-261,1.no Bodø/Glimt,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
711,Charles Pickel,"DF,MF",cd Congo DR,29-046,1.es Espanyol,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
712,Jordan Pickford,GK,eng England,32-115,1.eng Everton,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
713,Pico,DF,cv Cabo Verde,34-013,1.ie Shamrock,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
714,Frantzdy Pierrot,FW,ht Haiti,31-093,1.tr Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
715,Kevin Pina,MF,cv Cabo Verde,29-154,1.ru Krasnodar,1997,3,3,250,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
716,Wagner Pina,DF,cv Cabo Verde,23-239,1.tr Trabzonspor,2002,1,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
717,Orbelín Pineda,"FW,MF",mx Mexico,30-098,1.gr AEK Athens,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
718,Yéremy Pino,"FW,MF",es Spain,23-253,1.eng Crystal Palace,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
719,Isidro Pitta,FW,py Paraguay,26-320,1.br RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
720,Johny Placide,GK,ht Haiti,38-152,2.fr Bastia,1988,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
721,Gonzalo Plata,FW,ec Ecuador,25-241,1.br Flamengo,2000,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
722,Marin Pongra?i?,DF,hr Croatia,28-292,1.it Fiorentina,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
723,Jackson Porozo,DF,ec Ecuador,25-330,1.mx Tijuana,2000,1,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
724,Pedro Porro,DF,es Spain,26-290,1.eng Tottenham,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
725,Stefan Posch,DF,at Austria,29-047,1.de Mainz 05,1997,3,3,247,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Alexander Prass,"DF,MF",at Austria,25-035,1.de Hoffenheim,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
727,Ángelo Preciado,"DF,MF",ec Ecuador,28-132,1.br Atlético Mineiro,1998,3,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
728,Ruben Providence,MF,ht Haiti,24-358,2.nl Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
729,Lukáš Provod,FW,cz Czechia,29-250,1.cz Slavia Prague,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
730,Gustavo Puerta,MF,co Colombia,22-342,2.es Racing Sant,2003,3,3,259,2.9,0,1,1,0,0,0,1,0,0,0.35,0.35,0,0.35,Matches
731,Christian Pulisic,MF,us United States,27-285,1.it Milan,1998,2,1,78,0.9,0,1,1,0,0,0,0,0,0,1.15,1.15,0,1.15,Matches
732,Ahmed Qasem,"MF,FW",iq Iraq,22-353,1.us Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
733,Jarell Quansah,DF,eng England,23-152,1.de Leverkusen,2003,1,1,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
734,Julián Quiñones,"FW,MF",mx Mexico,29-098,1.sa Al-Qadsiah,1997,3,3,251,2.8,2,0,2,2,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
735,Alberto Quintero,"FW,MF",pa Panama,38-194,1.pa Plaza Amador,1987,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
736,Juan Quintero,"FW,MF",co Colombia,33-163,1.ar River Plate,1993,2,0,48,0.5,0,1,1,0,0,0,0,0,0,1.87,1.87,0,1.87,Matches
737,Ramy Rabia,DF,eg Egypt,33-041,1.ae Al Ain,1993,3,1,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
738,Adrien Rabiot,MF,fr France,31-088,1.it Milan,1995,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
739,Stjepan Radelji?,DF,ba Bosnia–Herz,28-298,1.hr Rijeka,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
740,Soufiane Rahimi,FW,ma Morocco,30-028,1.ae Al Ain,1996,4,0,65,0.7,1,1,2,1,0,0,0,0,1.38,1.38,2.77,1.38,2.77,Matches
741,Abdul Rahman Baba,"DF,MF",gh Ghana,31-363,1.gr PAOK,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
742,Anthony Ralston,DF,sct Scotland,27-226,1.sct Celtic,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
743,Gonçalo Ramos,FW,pt Portugal,25-010,1.fr PSG,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
744,Jiovany Ramos,DF,pa Panama,29-155,1.ve Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
745,Jesse Randall,MF,nz New Zealand,23-315,1.au Auckland FC,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
746,Raúl Rangel,GK,mx Mexico,26-125,1.mx Guadalajara,2000,3,3,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
747,Raphinha,"MF,FW",br Brazil,29-198,1.es Barcelona,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
748,Nizar Al Rashdan,MF,jo Jordan,27-099,1.qa Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
749,Marcus Rashford,MF,eng England,28-242,1.es Barcelona,1997,3,1,117,1.3,1,0,1,1,0,0,0,0,0.77,0,0.77,0.77,0.77,Matches
750,Nicolas Raskin,MF,be Belgium,25-127,1.sct Rangers,2001,3,1,98,1.1,0,1,1,0,0,0,0,0,0,0.92,0.92,0,0.92,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,David Raum,DF,de Germany,28-069,1.de RB Leipzig,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
752,Noor Al Rawabdeh,MF,jo Jordan,29-126,1.my Selangor FA,1997,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
753,Rayan,FW,br Brazil,19-331,1.eng Bournemouth,2006,3,2,222,2.5,0,1,1,0,0,0,0,0,0,0.41,0.41,0,0.41,Matches
754,Iqraam Rayners,FW,za South Africa,30-193,1.za Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
755,Tim Ream,DF,us United States,38-268,1.us Charlotte,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
756,Tijjani Reijnders,MF,nl Netherlands,27-336,1.eng Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
757,Omar Rekik,DF,tn Tunisia,24-192,1.si NK Maribor,2001,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
758,Israel Reyes,DF,mx Mexico,26-038,1.mx América,2000,3,2,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
759,Gio Reyna,MF,us United States,23-229,1.de Gladbach,2002,3,1,85,0.9,1,0,1,1,0,0,0,0,1.06,0,1.06,1.06,1.06,Matches
760,Ramin Rezaeian,"DF,MF",ir IR Iran,36-101,1.ir Foolad,1990,3,3,270,3,2,1,3,2,0,0,0,0,0.67,0.33,1,0.67,1,Matches
761,Chadi Riad,DF,ma Morocco,23-013,1.eng Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
762,Declan Rice,MF,eng England,27-167,1.eng Arsenal,1999,2,2,161,1.8,0,1,1,0,0,0,1,0,0,0.56,0.56,0,0.56,Matches
763,Chris Richards,DF,us United States,26-094,1.eng Crystal Palace,2000,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
764,Fabian Rieder,MF,ch Switzerland,24-134,1.de Augsburg,2002,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
765,Richard Ríos,MF,co Colombia,26-028,1.pt Benfica,2000,3,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
766,Ró-Ró,DF,qa Qatar,35-328,1.qa Al Sadd,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Andy Robertson,DF,sct Scotland,32-111,1.eng Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
768,Antonee Robinson,"MF,DF",us United States,28-326,1.eng Fulham,1997,2,2,169,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
769,Miles Robinson,DF,us United States,29-108,1.us FC Cincinnati,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
770,Sergio Rochet,GK,uy Uruguay,33-099,1.br Internacional,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
771,Rodri,MF,es Spain,30-008,1.eng Manchester City,1996,3,3,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
772,Garry Rodrigues,MF,cv Cabo Verde,35-215,1.cy Apollon Limassol,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
773,Brian Rodríguez,"FW,MF",uy Uruguay,26-041,1.mx América,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
774,James Rodríguez,FW,co Colombia,34-353,1.us Minnesota Utd,1991,3,3,203,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
775,Kevin Rodríguez,FW,ec Ecuador,26-118,1.be Union SG,2000,3,0,86,1,0,1,1,0,0,0,0,0,0,1.05,1.05,0,1.05,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Ricardo Rodríguez,DF,ch Switzerland,33-309,1.es Real Betis,1992,3,3,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
777,Tomás Rodríguez,FW,pa Panama,27-113,1.cr Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
778,Godfried Roemeratoe,MF,cw Curaçao,26-315,2.nl RKC Waalwijk,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
779,Morgan Rogers,MF,eng England,23-339,1.eng Aston Villa,2002,3,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
780,Cristian Romero,DF,ar Argentina,28-064,1.eng Tottenham,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
781,Luis Romo,MF,mx Mexico,31-025,1.mx Guadalajara,1995,2,2,132,1.5,1,1,2,1,0,0,0,0,0.68,0.68,1.36,0.68,1.36,Matches
782,Cristiano Ronaldo,FW,pt Portugal,41-145,1.sa Al-Nassr,1985,3,3,270,3,2,0,2,2,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches
783,Eloy Room,GK,cw Curaçao,37-144,2.us Miami FC,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
784,Marten de Roon,"DF,MF",nl Netherlands,35-093,1.it Atalanta,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
785,Saed Al-Rosan,DF,jo Jordan,29-149,1.jo Al-Hussein SC,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
786,Antonio Rüdiger,DF,de Germany,33-119,1.es Real Madrid,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
787,Fabián Ruiz Peña,MF,es Spain,30-088,1.fr PSG,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
788,Julian Ryerson,DF,no Norway,28-225,1.de Dortmund,1997,2,2,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
789,Elias Saad,"MF,FW",tn Tunisia,26-185,2.de Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
790,Mustafa Saadoon,DF,iq Iraq,25-036,1.iq Al-Shorta,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
791,Mahmoud Saber,MF,eg Egypt,24-335,1.eg ZED,2001,1,1,45,0.5,1,0,1,1,0,0,1,0,2,0,2,2,2,Matches
792,Marcel Sabitzer,MF,at Austria,32-105,1.de Dortmund,1994,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
793,Noah Sadiki,MF,cd Congo DR,21-195,1.eng Sunderland,2004,3,1,169,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
794,Michal Sadílek,MF,cz Czechia,27-030,1.cz Slavia Prague,1999,3,2,183,2,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
795,Alexis Saelemaekers,MF,be Belgium,27-003,1.it Milan,1999,2,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18,Matches
796,Ismael Saibari,FW,ma Morocco,25-153,1.nl PSV,2001,4,4,360,4,3,0,3,3,0,0,0,0,0.75,0,0.75,0.75,0.75,Matches
797,Bukayo Saka,MF,eng England,24-298,1.eng Arsenal,2001,3,1,107,1.2,0,2,2,0,0,0,0,0,0,1.68,1.68,0,1.68,Matches
798,Mohamed Salah,"FW,MF",eg Egypt,34-015,1.eng Liverpool,1992,3,3,215,2.4,1,2,3,1,0,0,0,0,0.42,0.84,1.26,0.42,1.26,Matches
799,Anass Salah-Eddine,DF,ma Morocco,24-163,1.nl PSV,2002,3,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
800,Nathan Saliba,MF,ca Canada,22-143,1.be Anderlecht,2004,3,2,182,2,1,2,3,1,0,0,1,0,0.49,0.99,1.48,0.49,1.48,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,William Saliba,DF,fr France,25-098,1.eng Arsenal,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
802,Shurandy Sambo,DF,cw Curaçao,24-315,1.nl Sparta R.,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
